Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,Yes,Female,Yes,18,No,0,5,7,3,12.66666667,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,Enrolled
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education—degree,Basic education 1st cycle (4th/5th year) or equivalent,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Female,No,25,No,0,14,14,12,13.29166667,1,0,14,14,12,13.29166667,1,7.6,2.6,0.32,Graduate
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education—bachelor’s degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,0,0,No,Yes,Female,No,20,No,0,5,12,3,11.66666667,2,0,5,11,4,11.5,1,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,1,0,No,Yes,Female,No,18,No,0,8,8,7,14.24,0,0,8,8,7,14.24,0,10.8,1.4,1.74,Graduate
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,1,0,No,Yes,Female,No,24,No,0,5,10,3,13,0,0,5,11,3,11.33333333,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Armed Forces Professions,1,0,No,Yes,Female,No,18,No,0,7,9,5,14.06,0,0,7,9,6,12.57142857,0,12.4,0.5,1.79,Enrolled
Single,2nd phase—general contingent,5,Social Service,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,Yes,No,Female,No,21,No,0,6,10,5,11.83333333,0,0,6,10,5,13.2,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Armed Forces Professions,1,0,No,Yes,Female,No,18,No,0,6,6,6,12.83333333,0,0,6,6,6,13.33333333,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Other—11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,20,No,0,6,16,1,10,0,0,6,12,0,0,0,10.8,1.4,1.74,Dropout
Single,2nd phase—general contingent,5,Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,No,Yes,Female,No,19,No,0,5,9,2,11,0,0,5,12,2,10,0,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Unskilled Workers,1,0,No,Yes,Female,No,20,No,0,7,7,7,14.10571429,0,0,8,8,8,13.6625,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Female,No,20,No,0,8,12,7,12.47142857,0,0,8,12,7,12.47142857,0,12.7,3.7,-1.7,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Intermediate Level Technicians and Professions,1,0,No,Yes,Female,Yes,20,No,2,6,11,6,11.83333333,0,1,6,17,5,11.85714286,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,1,0,No,Yes,Female,No,20,No,0,6,6,6,12.5,0,0,6,6,6,12.83333333,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,6,Basic Education,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,18,No,0,6,7,6,11.66666667,0,0,6,7,6,12.33333333,0,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,No,Yes,Female,No,18,No,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
Divorced,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,30,No,0,5,11,3,10.33333333,0,0,5,10,4,12.8,0,12.4,0.5,1.79,Enrolled
Single,1st phase—general contingent,2,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education—master’s degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,18,No,0,5,8,5,16.16666667,2,0,5,9,5,14.28571429,1,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Female,No,35,No,0,6,11,3,12.66666667,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,0,0,Yes,No,Female,No,31,No,0,6,14,2,10.5,0,0,6,6,3,12.33333333,0,11.1,0.6,2.02,Dropout
Single,Change in course,1,Tourism,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,Yes,Yes,Female,No,19,No,0,6,13,2,11.5,0,0,6,13,1,11,0,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,4,Social Service,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,19,No,0,6,6,6,13,0,0,6,8,5,13.4,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,1,0,No,Yes,Female,No,19,No,0,7,7,6,11.96666667,0,0,7,7,6,11.96666667,0,7.6,2.6,0.32,Graduate
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,0,0,No,Yes,Female,No,19,No,0,8,8,8,13.3475,0,0,8,8,8,13.3475,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,3,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Other Situation; 13—(blank),0,0,No,Yes,Female,No,21,No,0,5,7,5,12,0,0,5,7,4,12.5,0,7.6,2.6,0.32,Graduate
Single,2nd phase—general contingent,3,Basic Education,Daytime,Secondary education,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,0,0,No,Yes,Female,No,18,No,0,6,10,2,10.5,0,0,6,13,0,0,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Female,No,18,No,0,6,9,4,11.5,0,0,6,10,4,10.75,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,Unskilled Workers,1,0,No,Yes,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,1,0,No,Yes,Male,No,18,No,0,6,9,6,13.57142857,0,0,6,11,4,14,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",1,0,No,Yes,Male,No,18,No,0,6,10,6,14.7,0,0,6,10,6,12,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,No,Male,No,25,No,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education—bachelor’s degree,Higher Education—bachelor’s degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,No,Yes,Male,No,18,No,0,7,8,6,11.83333333,0,0,7,8,6,11.83333333,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Personal Services, Security and Safety Workers, and Sellers",Specialists in Intellectual and Scientific Activities,1,0,No,Yes,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,No,Yes,Male,No,18,No,0,7,7,7,13.17571429,0,0,8,8,8,14.925,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Other—11th Year of Schooling,Other—11th Year of Schooling,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,No,24,No,0,6,7,0,0,0,0,6,10,0,0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,0,0,No,Yes,Female,No,19,No,0,6,12,2,13,0,0,6,9,6,10.83333333,0,7.6,2.6,0.32,Enrolled
Common-law marriage,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree (1st cycle),Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Unskilled Workers,0,0,No,Yes,Female,No,29,No,1,8,11,7,13.74285714,0,1,8,11,7,13.74285714,0,12.7,3.7,-1.7,Graduate
Single,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Female,No,27,No,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,1,0,No,Yes,Female,No,18,No,0,7,8,7,12.21714286,0,0,8,11,7,12.11875,0,11.1,0.6,2.02,Graduate
Married,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,28,No,14,15,15,14,11.07142857,0,12,14,16,12,11.33333333,1,9.4,-0.8,-3.12,Dropout
Married,Over 23 years old,1,Basic Education,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,Yes,32,No,0,7,10,7,13.42857143,0,2,8,8,8,13.25,0,13.9,-0.3,0.79,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Female,No,30,No,0,5,7,5,11.4,0,0,5,6,5,13.66666667,0,10.8,1.4,1.74,Dropout
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education—bachelor’s degree,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Female,No,29,No,0,8,14,4,11.325,1,0,8,14,4,11.325,1,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Female,No,20,No,0,6,13,0,0,0,0,5,11,0,0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,19,No,0,8,8,7,15,0,0,8,8,7,15,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,2,Social Service (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,29,No,0,6,7,6,13.16666667,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Graduate
Married,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Unknown,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,No,Female,No,27,No,0,6,12,2,11,0,0,6,14,4,10.5,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Personal care workers and the like,Street vendors (except food) and street service provider,0,0,No,Yes,Female,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,Yes,21,No,0,5,7,3,12.33333333,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Dropout
